vertex distance parent
5570 2 3020
5571 4 3001
5572 3 2060
5573 3 1961
5574 2 2745
5575 4 2991
5576 7 2304
5577 4 4324
5578 3 5461
5579 7 4874
5580 3 5232
5581 9 3112
5582 2 1651
5583 4 2342
5584 2 419
5585 7 863
5586 8 2302
5587 8 558
5588 11 4441
5589 2 3373
5590 2 3266
5591 2 2946
5592 3 2386
5593 8 3008
5594 8 4402
5595 6 4395
5596 4 3818
5597 4 3191
5598 2 2958
5599 2 1279
5600 7 1244
5601 3 2251
5602 4 212
5603 2 3570
5604 3 1907
5605 3 3771
5606 2 1014
5607 8 3008
5608 4 3281
5609 2 3954
5610 4 3497
5611 3 2126
5612 3 2794
5613 2 3576
5614 6 844
5615 2 2820
5616 3 2126
5617 3 450
5618 3 3624
5619 3 777
5620 6 3746
5621 3 724
5622 5 3008
5623 4 4938
5624 2 2803
5625 2 3595
5626 6 2853
5627 6 2140
5628 3 4874
5629 13 4926
5630 11 2304
5631 2 650
5632 3 3522
5633 3 1680
5634 2 1901
5635 3 762
5636 2 1092
5637 8 2218
5638 2 3536
5639 5 2437
5640 9 3868
5641 7 3008
5642 8 1471
5643 2 1094
5644 2 898
5645 2 3311
5646 2 457
5647 3 57
5648 2 687
5649 11 198
5650 5 733
5651 3 4347
5652 3 2553
5653 4 2099
5654 3 2208
5655 5 4725
5656 9 5295
5657 2 726
5658 9 2218
5659 2 3273
5660 3 1144
5661 5 320
5662 2 3580
5663 3 1973
5664 3 3274
5665 3 3667
5666 3 795
5667 3 2674
5668 8 3261
5669 2 2766
5670 2 3236
5671 6 3932
5672 2 3712
5673 5 2949
5674 9 5410
5675 2 1904
5676 5 1928
5677 2 884
5678 2 1540
5679 2 2946
5680 5 5800
5681 2 1558
5682 3 4763
5683 5 4915
5684 2 530
5685 6 660
5686 4 77
5687 3 2773
5688 5 1333
5689 2 694
5690 2 1625
5691 2 1651
5692 2 1263
5693 2 2715
5694 3 3831
5695 2 3099
5696 6 3947
5697 2 1703
5698 3 2997
5699 2 548
5700 7 3402
5701 2 1414
5702 6 4975
5703 5 2649
5704 3 1324
5705 2 3317
5706 3 1688
5707 8 3008
5708 2 3600
5709 3 2873
5710 3 4735
5711 10 5325
5712 4 3189
5713 3 3278
5714 2 1502
5715 3 1869
5716 2 1232
5717 6 3595
5718 2 530
5719 2 3924
5720 7 450
5721 2 2851
5722 2 3726
5723 7 3008
5724 2 3012
5725 8 1864
5726 2 1023
5727 2 493
5728 8 191
5729 2 3317
5730 3 999
5731 2 438
5732 3 2186
5733 3 387
5734 2 1340
5735 5 4442
5736 5 2727
5737 2 3200
5738 4 660
5739 2 962
5740 2 677
5741 3 5644
5742 5 3919
5743 3 2831
5744 4 1333
5745 3 1588
5746 10 621
5747 2 1606
5748 5 5369
5749 4 2319
5750 2 2685
5751 3 895
5752 4 3194
5753 5 5489
5754 3 5648
5755 3 5679
5756 2 1164
5757 4 2059
5758 2 2792
5759 6 1566
5760 6 5420
5761 5 2722
5762 2 1451
5763 2 1868
5764 7 5476
5765 13 4960
5766 10 2683
5767 8 5066
5768 2 1419
5769 3 2741
5770 2 884
5771 3 3518
5772 3 1864
5773 4 2239
5774 3 1458
5775 3 2021
5776 5 730
5777 6 2032
5778 3 2894
5779 2 1178
5780 5 4331
5781 2 1595
5782 2 2972
5783 3 380
5784 4 660
5785 2 1632
5786 9 3008
5787 3 2335
5788 5 1414
5789 3 2396
5790 3 5830
5791 2 505
5792 4 216
5793 4 1272
5794 7 5771
5795 7 5800
5796 2 3491
5797 2 2723
5798 5 1564
5799 2 1239
5800 2 3484
5801 5 5109
5802 3 4570
5803 3 2805
5804 6 1201
5805 2 3233
5806 3 1067
5807 3 3682
5808 2 1853
5809 7 3387
5810 11 2424
5811 9 2696
5812 4 2665
5813 6 2300
5814 5 3008
5815 7 1205
5816 3 3306
5817 3 2337
5818 3 3636
5819 3 3009
5820 3 4219
5821 3 1190
5822 3 2960
5823 8 95
5824 4 5636
5825 2 3283
5826 3 589
5827 4 5234
5828 2 3467
5829 7 3413
5830 2 1642
5831 5 3008
5832 2 2915
5833 2 3031
5834 11 5517
5835 4 3206
5836 4 5366
5837 2 354
5838 2 1003
5839 5 320
5840 4 3008
5841 3 1588
5842 2 2760
5843 8 3726
5844 9 1796
5845 6 2543
5846 2 3008
5847 4 357
5848 3 1531
5849 5 5669
5850 12 71
5851 3 2136
5852 9 2408
5853 3 423
5854 2 1199
5855 2 1868
5856 2 2884
5857 3 3422
5858 4 3645
5859 3 709
5860 2 1813
5861 2 813
5862 3 2000
5863 2 1159
5864 5 4187
5865 3 1290
5866 2 1038
5867 2 1538
5868 2 1595
5869 5 617
5870 2 1864
5871 2 1595
5872 2 1177
5873 2 1595
5874 4 2218
5875 3 2646
5876 6 2900
5877 6 5736
5878 3 3797
5879 2 906
5880 3 2153
5881 2 2777
5882 2 1288
5883 3 3039
5884 3 2857
5885 2 1849
5886 3 2981
5887 4 5862
5888 2 3717
5889 2 3806
5890 3 3008
5891 2 1384
5892 4 2218
5893 3 1675
5894 4 903
5895 4 3931
5896 3 5643
5897 2 2803
5898 8 3402
5899 2 1736
5900 2 2815
5901 2 3434
5902 10 3233
5903 3 2893
5904 2 568
5905 2 1366
5906 3 598
5907 2 3079
